beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state
Samuel Adams Irish Red,Boston Beer Company (Samuel Adams),Irish Red Ale,5.8,0,Dark and strong,Nash Square,Raleigh,NC,35.7778,-78.6427,4,4/3/14 21:22,https://untappd.com/c/77517477,https://untappd.com/beer/4078,https://untappd.com/brewery/157,United States,Boston,MA
Pale Ale,Sierra Nevada Brewing Co.,American Pale Ale,5.6,37,,The Green Monkey,Raleigh,NC,35.783,-78.6559,4,4/11/14 22:11,https://untappd.com/c/79175758,https://untappd.com/beer/6284,https://untappd.com/brewery/1142,United States,Chico,CA
Bud Light,Anheuser-Busch,American Light Lager,4.2,27,,Baja Burrito,Raleigh,NC,35.7796,-78.6756,3,4/13/14 18:57,https://untappd.com/c/79705103,https://untappd.com/beer/3784,https://untappd.com/brewery/44,United States,St. Louis,MO
Weeping Willow Wit,Mother Earth Brewing (North Carolina),Witbier,5,0,The orange and coriander work surprisingly well!,The Remedy Diner,Raleigh,NC,35.7783,-78.6369,4,4/19/14 13:23,https://untappd.com/c/80698595,https://untappd.com/beer/9607,https://untappd.com/brewery/1452,United States,Kinston,NC
Best Bitter,Triangle Brewing Company,English Bitter,4.3,0,,The Borough,Raleigh,NC,35.7798,-78.6435,3.5,4/19/14 19:02,https://untappd.com/c/80828414,https://untappd.com/beer/334409,https://untappd.com/brewery/1867,United States,Durham,NC
Red Oak Amber Lager,Red Oak Brewery,Vienna Lager,5,19,,North Carolina,,,35.73,-78.8778,4,4/23/14 20:05,https://untappd.com/c/81532181,https://untappd.com/beer/7254,https://untappd.com/brewery/1048,United States,Whitsett,NC
Asahi Draft Beer,Asahi Breweries,Pale Lager,3.6,0,,Wasabi,Cary,NC,35.7365,-78.7984,3,4/24/14 18:17,https://untappd.com/c/81656989,https://untappd.com/beer/234651,https://untappd.com/brewery/50,Japan,Sumida-ku,Tokyo
Singha,Boon Rawd Brewery,Pale Lager,5,20,,Wasabi,Cary,NC,35.7365,-78.7984,3,4/24/14 19:06,https://untappd.com/c/81669787,https://untappd.com/beer/6344,https://untappd.com/brewery/152,Thailand,10300 Bangkok,
Kashmir IPA,Highland Brewing Company,English IPA,6,60,Great pint!,The Borough,Raleigh,NC,35.7798,-78.6435,4.5,4/25/14 21:36,https://untappd.com/c/81958933,https://untappd.com/beer/4466,https://untappd.com/brewery/658,United States,Asheville,NC
Robust Porter,Smuttynose Brewing Co.,American Porter,6.6,43,,,,,,,4,4/25/14 22:54,https://untappd.com/c/81995991,https://untappd.com/beer/5161,https://untappd.com/brewery/1160,United States,Hampton,NH
Beasley's Honey White,Fullsteam Brewery,Witbier,5,0,,ChurchKey,Washington,D.C.,38.9085,-77.0316,4.5,4/27/14 13:24,https://untappd.com/c/82465331,https://untappd.com/beer/132995,https://untappd.com/brewery/1824,United States,Durham,NC
Witte,Brewery Ommegang,Witbier,5.2,11,,ChurchKey,Washington,D.C.,38.9085,-77.0316,4,4/27/14 13:43,https://untappd.com/c/82469025,https://untappd.com/beer/6119,https://untappd.com/brewery/249,United States,Cooperstown,NY
Fullsteam Lager,Fullsteam Brewery,California Common,5.3,30,,ChurchKey,Washington,D.C.,38.9085,-77.0316,4,4/27/14 14:50,https://untappd.com/c/82484380,https://untappd.com/beer/10348,https://untappd.com/brewery/1824,United States,Durham,NC
The Corruption,DC Brau Brewing Company,American IPA,6.5,80,,Commissary,Washington,D.C.,38.9097,-77.0334,3,4/27/14 18:38,https://untappd.com/c/82552359,https://untappd.com/beer/50058,https://untappd.com/brewery/10489,United States,Washington,DC
Rams Head IPA,Fordham Brewing Co.,American IPA,7.5,75,,Rams Head Tavern,Savage,MD,39.1354,-76.8255,3.5,4/28/14 17:31,https://untappd.com/c/82676041,https://untappd.com/beer/280732,https://untappd.com/brewery/544,United States,Dover,DE
Route 1 Session IPA,Fordham Brewing Co.,Session IPA,4.5,0,,Rams Head Tavern,Savage,MD,39.1354,-76.8255,4,4/28/14 18:32,https://untappd.com/c/82685066,https://untappd.com/beer/502918,https://untappd.com/brewery/544,United States,Dover,DE
Amstel Light,Amstel Brouwerij,American Light Lager,3.5,0,,Sawasdee Thai Restaurant,Raleigh,NC,35.8565,-78.702,2.5,4/29/14 20:02,https://untappd.com/c/82827602,https://untappd.com/beer/4541,https://untappd.com/brewery/37,Netherlands,Zoeterwoude,Zuid Holland
Landshark Lager,Margaritaville Brewing Company,North American Adjunct Lager,4.7,0,,City Plaza,Raleigh,NC,35.7748,-78.6394,3.5,5/3/14 17:38,https://untappd.com/c/83654506,https://untappd.com/beer/4721,https://untappd.com/brewery/826,United States,St. Louis,MO
Coors Light,Coors Brewing Company,American Light Lager,4.2,10,,Carolina Ale House,Raleigh,NC,35.8787,-78.7915,3,5/6/14 16:42,https://untappd.com/c/84260251,https://untappd.com/beer/3834,https://untappd.com/brewery/399,United States,Golden,CO
Palm Sauvin,Brouwerij Palm,Belgian Blonde / Golden,4.6,0,Hops like Sauvignon Blanc?,Albert Heijn,Laren,,52.2544,5.22712,3.5,5/8/14 20:19,https://untappd.com/c/84535895,https://untappd.com/beer/54208,https://untappd.com/brewery/967,Belgium,Steenhuffel,
Wieckse Witte,De Ridder,Witbier,5,0,,De Prinsemarij,Laren,Noord-Holland,52.2554,5.22672,3.5,5/9/14 12:02,https://untappd.com/c/84689280,https://untappd.com/beer/42371,https://untappd.com/brewery/10228,Netherlands,Maastricht,Limburg
Sunbeam,Battledown Brewery,California Common,3.8,0,,,,,,,3.5,5/15/14 19:38,https://untappd.com/c/85970879,https://untappd.com/beer/120030,https://untappd.com/brewery/10003,England,Cheltenham,"Gloucestershire, GL52 6EJ"
Tribute Cornish Pale Ale,St Austell Brewery,English Pale Ale,4.2,0,,,,,,,3.5,5/15/14 20:32,https://untappd.com/c/85976951,https://untappd.com/beer/5512,https://untappd.com/brewery/1186,England,St. Austell,Cornwall
Wayfarer,Green Man Brewery (NC),White IPA,5.5,45,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,4.5,5/22/14 20:20,https://untappd.com/c/87550798,https://untappd.com/beer/405035,https://untappd.com/brewery/2949,United States,Asheville,NC
Shotgun Betty,Lonerider Brewing Company,Hefeweizen,5.8,12,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,3.5,5/22/14 21:12,https://untappd.com/c/87570663,https://untappd.com/beer/7166,https://untappd.com/brewery/1831,United States,Raleigh,NC
Bad Penny,Big Boss Brewing Company,English Brown Ale,5.2,0,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,3.5,5/22/14 21:50,https://untappd.com/c/87585152,https://untappd.com/beer/4572,https://untappd.com/brewery/113,United States,Raleigh,NC
Carolina Blonde,Foothills Brewing,Cream Ale,4.3,15,,,,,,,3.5,5/23/14 21:52,https://untappd.com/c/87852474,https://untappd.com/beer/115170,https://untappd.com/brewery/543,United States,Winston-Salem,NC
Bitter American,21st Amendment Brewery ,American Pale Ale,4.4,42,Refreshing in the sun!,Tasty Beverage Company,Raleigh,NC,35.7753,-78.6447,3.5,5/24/14 16:53,https://untappd.com/c/88075545,https://untappd.com/beer/3979,https://untappd.com/brewery/4339,United States,San Francisco,CA
Springfest Pilsner,Natty Greene's Brewing Co.,Pilsner,4.8,0,,Natty Greene's Pub & Brewing,Raleigh,NC,35.7827,-78.6464,3.5,5/24/14 19:35,https://untappd.com/c/88158299,https://untappd.com/beer/149081,https://untappd.com/brewery/2010,United States,Greensboro,NC
Scrimshaw Pilsner,North Coast Brewing Company,German Pilsner,4.7,22,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,3.5,5/24/14 20:51,https://untappd.com/c/88199989,https://untappd.com/beer/4170,https://untappd.com/brewery/919,United States,Fort Bragg,CA
Hopsecutioner,Terrapin Beer Co. ,American IPA,7.3,71,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,3,5/24/14 21:06,https://untappd.com/c/88208376,https://untappd.com/beer/5714,https://untappd.com/brewery/1243,United States,Athens,GA
Tecate,CervecerÃ_a CuauhtÃ©moc Moctezuma S.A. de C.V.,North American Adjunct Lager,4.5,0,,MoJoe's Burger Joint,Raleigh,NC,35.7885,-78.647,3.5,5/25/14 22:21,https://untappd.com/c/88573503,https://untappd.com/beer/5880,https://untappd.com/brewery/360,Mexico,Monterrey,Nuevo LeÃ_n
Lemongrass Pale Ale,Bombshell Beer Company,American Pale Ale,6.9,55,,Patrick Jane's Gourmet Pizza Bar,Cary,NC,35.7595,-78.782,4,5/26/14 19:09,https://untappd.com/c/88751982,https://untappd.com/beer/632860,https://untappd.com/brewery/61799,United States,Holly Springs,NC
Elm Street IPA,Natty Greene's Brewing Co.,English IPA,6.4,55,,Natty Greene's Pub & Brewing,Raleigh,NC,35.7827,-78.6464,4,5/29/14 19:54,https://untappd.com/c/89205570,https://untappd.com/beer/7575,https://untappd.com/brewery/2010,United States,Greensboro,NC
Mama's Little Yella Pils,Oskar Blues Brewery,Czech Pilsener,5.3,35,,Geer Street Garden,Durham,NC,36.0036,-78.9011,4,5/31/14 13:13,https://untappd.com/c/89623168,https://untappd.com/beer/5210,https://untappd.com/brewery/956,United States,Longmont,CO
Cack-a-lackyâ„¢,Fullsteam Brewery,American Pale Ale,5,0,,Fullsteam Brewery,Durham,NC,36.0031,-78.8998,3.5,5/31/14 14:12,https://untappd.com/c/89643205,https://untappd.com/beer/298328,https://untappd.com/brewery/1824,United States,Durham,NC
Summer Basil Farmhouse Ale,Fullsteam Brewery,Saison / Farmhouse Ale,5,0,Acquired taste!,Fullsteam Brewery,Durham,NC,36.0031,-78.8998,3,5/31/14 14:28,https://untappd.com/c/89649441,https://untappd.com/beer/7145,https://untappd.com/brewery/1824,United States,Durham,NC
El Toro,Fullsteam Brewery,Cream Ale,4.2,0,,Fullsteam Brewery,Durham,NC,36.0031,-78.8998,4,5/31/14 14:46,https://untappd.com/c/89656895,https://untappd.com/beer/7147,https://untappd.com/brewery/1824,United States,Durham,NC
Working Man's Lunch,Fullsteam Brewery,American Brown Ale,5.6,0,,Fullsteam Brewery,Durham,NC,36.0031,-78.8998,4,5/31/14 15:08,https://untappd.com/c/89666357,https://untappd.com/beer/16292,https://untappd.com/brewery/1824,United States,Durham,NC
Black Toad,Trader Joe's (JosephsBrau),American Brown Ale,5.3,0,,Trader Joe's,Cary,NC,35.7588,-78.7815,4,5/31/14 21:44,https://untappd.com/c/89870031,https://untappd.com/beer/33769,https://untappd.com/brewery/1601,United States,San Jose,CA
Samuel Adams Whitewater IPA,Boston Beer Company (Samuel Adams),White IPA,5.8,60,,,,,,,3.5,6/2/14 21:45,https://untappd.com/c/90283733,https://untappd.com/beer/92859,https://untappd.com/brewery/157,United States,Boston,MA
George Killian's Irish Red,Coors Brewing Company,American Amber / Red Lager,4.9,0,,Kroger,Garner,NC,35.7163,-78.6363,3.5,6/3/14 22:04,https://untappd.com/c/90425958,https://untappd.com/beer/3840,https://untappd.com/brewery/399,United States,Golden,CO
60 Minute IPA,Dogfish Head Craft Brewery,American IPA,6,60,,Blue Mango,Raleigh,NC,35.7841,-78.6472,4,6/5/14 18:42,https://untappd.com/c/90683208,https://untappd.com/beer/3952,https://untappd.com/brewery/459,United States,Milton,DE
1st Gear Cream Ale,Lexington Avenue Brewery,Cream Ale,4.5,28,Refreshing!,Lexington Avenue Brewery,Asheville,NC,35.5963,-82.5531,4.5,6/7/14 21:12,https://untappd.com/c/91348743,https://untappd.com/beer/532776,https://untappd.com/brewery/1865,United States,Asheville,NC
Shiva IPA,Asheville Brewing Company,American IPA,6,69,,,,,,,3,6/7/14 23:09,https://untappd.com/c/91404285,https://untappd.com/beer/5613,https://untappd.com/brewery/3821,United States,Asheville,NC
Spring Bock,"Carolina Brewing Company (Holly Springs, NC)",Maibock/Helles Bock,6.5,0,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,4,6/9/14 19:08,https://untappd.com/c/91731504,https://untappd.com/beer/32404,https://untappd.com/brewery/1826,United States,Holly Springs,NC
Hummin' Bird,Red Oak Brewery,Helles Lager,4.5,16,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,4,6/9/14 19:41,https://untappd.com/c/91739038,https://untappd.com/beer/7255,https://untappd.com/brewery/1048,United States,Whitsett,NC
Red Oak Amber Lager,Red Oak Brewery,Vienna Lager,5,19,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,4,6/9/14 20:40,https://untappd.com/c/91754125,https://untappd.com/beer/7254,https://untappd.com/brewery/1048,United States,Whitsett,NC
Jade IPA,Foothills Brewing,American IPA,7.4,86,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,4,6/9/14 21:08,https://untappd.com/c/91761800,https://untappd.com/beer/310978,https://untappd.com/brewery/543,United States,Winston-Salem,NC
Milk Stout,The Duck-Rabbit Craft Brewery,Milk / Sweet Stout,5.7,0,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,5,6/9/14 21:28,https://untappd.com/c/91767102,https://untappd.com/beer/5445,https://untappd.com/brewery/2682,United States,Farmville,NC
Endless River,Mother Earth Brewing (North Carolina),KÃ¶lsch,4.9,0,,The Borough,Raleigh,NC,35.7798,-78.6435,4,6/11/14 21:14,https://untappd.com/c/92056227,https://untappd.com/beer/6321,https://untappd.com/brewery/1452,United States,Kinston,NC
Landshark Lager,Margaritaville Brewing Company,North American Adjunct Lager,4.7,0,,Fifteen,Raleigh,NC,35.7797,-78.6436,3.5,6/11/14 22:34,https://untappd.com/c/92080939,https://untappd.com/beer/4721,https://untappd.com/brewery/826,United States,St. Louis,MO
Keri Kelli/Kyle Hollingsworth/Stone Collective Distortion IPA,Stone Brewing Co.,Imperial / Double IPA,9.3,87,Lethal!,The Raleigh Times Bar,Raleigh,NC,35.7782,-78.6385,4,6/13/14 23:23,https://untappd.com/c/92554743,https://untappd.com/beer/620987,https://untappd.com/brewery/1204,United States,Escondido,CA
Thrilla' In Vanilla Porter,Double Barley Brewing,Imperial / Double Porter,8,27,Sweet!,Fifteen,Raleigh,NC,35.7797,-78.6436,4,6/14/14 0:09,https://untappd.com/c/92569874,https://untappd.com/beer/357167,https://untappd.com/brewery/59744,United States,Smithfield,NC
Sunny Haze,Mother Earth Brewing (North Carolina),Hefeweizen,4.9,0,"Peace, love and beer!",North Carolina Museum of Art,Raleigh,NC,35.8105,-78.7029,3.5,6/14/14 18:44,https://untappd.com/c/92790402,https://untappd.com/beer/49674,https://untappd.com/brewery/1452,United States,Kinston,NC
Hopped Off The Tracks,Boylan Bridge Brewpub,American IPA,7,0,,Boylan Bridge Brewpub,Raleigh,NC,35.7783,-78.6492,4,6/15/14 19:08,https://untappd.com/c/93130788,https://untappd.com/beer/267049,https://untappd.com/brewery/1828,United States,Raleigh,NC
Wildflower Witbier,Natty Greene's Brewing Co.,Witbier,4.5,0,,Fifteen,Raleigh,NC,35.7797,-78.6436,3,6/15/14 20:07,https://untappd.com/c/93150845,https://untappd.com/beer/8576,https://untappd.com/brewery/2010,United States,Greensboro,NC
Victory Swing Session Saison,Victory Brewing Company,Saison / Farmhouse Ale,4.5,0,,The Borough,Raleigh,NC,35.7798,-78.6435,3,6/15/14 21:09,https://untappd.com/c/93171875,https://untappd.com/beer/303267,https://untappd.com/brewery/1326,United States,Downingtown,PA
Chancellor's Choice IPA,NC State Brewery,English IPA,0,0,,NC State Venture II,Raleigh,NC,35.7728,-78.6778,4,6/18/14 18:09,https://untappd.com/c/93574204,https://untappd.com/beer/413417,https://untappd.com/brewery/73741,United States,Raleigh,NC
JosephsBrau Summer Brew,Trader Joe's (JosephsBrau),KÃ¶lsch,4.8,0,,,,,,,4,6/19/14 21:35,https://untappd.com/c/93821127,https://untappd.com/beer/12527,https://untappd.com/brewery/1601,United States,San Jose,CA
Traditional Lager,Yuengling Brewery,American Amber / Red Lager,4.4,0,,Nash Square,Raleigh,NC,35.7778,-78.6427,4,6/19/14 22:38,https://untappd.com/c/93842134,https://untappd.com/beer/16649,https://untappd.com/brewery/1976,United States,Pottsville,PA
Endless Summer Ale,Boylan Bridge Brewpub,American Pale Wheat Ale,0,0,,Boylan Bridge Brewpub,Raleigh,NC,35.7783,-78.6492,3,6/20/14 19:52,https://untappd.com/c/94022293,https://untappd.com/beer/42434,https://untappd.com/brewery/1828,United States,Raleigh,NC
Torch Pilsner,Foothills Brewing,Czech Pilsener,5.3,35,,Fifteen,Raleigh,NC,35.7797,-78.6436,3.5,6/20/14 21:59,https://untappd.com/c/94089716,https://untappd.com/beer/9331,https://untappd.com/brewery/543,United States,Winston-Salem,NC
Lost Colony Ale,Full Moon Cafe & Brewery,English Brown Ale,5.2,0,Imported British Malts :),Full Moon Cafe & Brewery,Manteo,NC,35.9096,-75.6696,5,6/21/14 20:20,https://untappd.com/c/94409238,https://untappd.com/beer/49959,https://untappd.com/brewery/11515,United States,Manteo,NC
Hell's Belle,Big Boss Brewing Company,Belgian Pale Ale,7,30,,,,,,,3,6/22/14 18:21,https://untappd.com/c/94670500,https://untappd.com/beer/4567,https://untappd.com/brewery/113,United States,Raleigh,NC
UFO White,Harpoon Brewery,Witbier,4.8,0,,Champions Bars & More,Raleigh,NC,35.7793,-78.6752,3.5,6/26/14 12:59,https://untappd.com/c/95259167,https://untappd.com/beer/5968,https://untappd.com/brewery/634,United States,Boston,MA
Wildflower Witbier,Natty Greene's Brewing Co.,Witbier,4.5,0,Refreshing,Natty Greene's Pub & Brewing,Raleigh,NC,35.7827,-78.6464,4,6/26/14 18:13,https://untappd.com/c/95309432,https://untappd.com/beer/8576,https://untappd.com/brewery/2010,United States,Greensboro,NC
Guilford Golden Ale,Natty Greene's Brewing Co.,American Blonde Ale,3.8,0,,Natty Greene's Pub & Brewing,Raleigh,NC,35.7827,-78.6464,3,6/26/14 18:56,https://untappd.com/c/95321544,https://untappd.com/beer/8542,https://untappd.com/brewery/2010,United States,Greensboro,NC
Amber Ale,The Duck-Rabbit Craft Brewery,American Amber / Red Ale,5.5,0,,Nash Square,Raleigh,NC,35.7778,-78.6427,4,6/27/14 22:13,https://untappd.com/c/95639458,https://untappd.com/beer/5442,https://untappd.com/brewery/2682,United States,Farmville,NC
Summer Honey Wheat,Blue Moon Brewing Company,American Pale Wheat Ale,5.2,15,,Harris Teeter,Cary,NC,35.7718,-78.762,4,6/28/14 22:48,https://untappd.com/c/96020072,https://untappd.com/beer/39740,https://untappd.com/brewery/127804,United States,Denver,CO
Endless IPA,Goose Island Beer Co.,Session IPA,5,35,,Nash Square,Raleigh,NC,35.7778,-78.6427,4,6/28/14 23:25,https://untappd.com/c/96034213,https://untappd.com/beer/496699,https://untappd.com/brewery/2898,United States,Chicago,IL
JosephsBrau Summer Brew,Trader Joe's (JosephsBrau),KÃ¶lsch,4.8,0,,Nash Square,Raleigh,NC,35.7778,-78.6427,4,6/29/14 19:54,https://untappd.com/c/96226551,https://untappd.com/beer/12527,https://untappd.com/brewery/1601,United States,San Jose,CA
Samuel Adams Summer Ale,Boston Beer Company (Samuel Adams),American Pale Wheat Ale,5.3,7,,Whole Foods Market,Raleigh,NC,35.8025,-78.6859,4,7/4/14 17:08,https://untappd.com/c/97210455,https://untappd.com/beer/3916,https://untappd.com/brewery/157,United States,Boston,MA
Hoppy Bunny A.B.A.,The Duck-Rabbit Craft Brewery,Black IPA / Cascadian Dark Ale,7.3,0,,Nash Square,Raleigh,NC,35.7778,-78.6427,4,7/4/14 20:19,https://untappd.com/c/97321728,https://untappd.com/beer/144952,https://untappd.com/brewery/2682,United States,Farmville,NC
Daniel Boone,Olde Hickory Brewery,Imperial / Double Brown Ale,8.5,0,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,4,7/5/14 21:13,https://untappd.com/c/97702184,https://untappd.com/beer/154168,https://untappd.com/brewery/2957,United States,Hickory,NC
Berlin Menagerie,Raleigh Brewing Company,Berliner Weisse,3.1,5,,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,3,7/5/14 22:20,https://untappd.com/c/97733338,https://untappd.com/beer/652038,https://untappd.com/brewery/15746,United States,Raleigh,NC
Schwarzbier,The Duck-Rabbit Craft Brewery,Schwarzbier,5.8,0,,The Pit Authentic Barbecue,Raleigh,NC,35.776,-78.6447,4,7/7/14 18:55,https://untappd.com/c/98073081,https://untappd.com/beer/5654,https://untappd.com/brewery/2682,United States,Farmville,NC
Hoppy Bunny A.B.A.,The Duck-Rabbit Craft Brewery,Black IPA / Cascadian Dark Ale,7.3,0,,Nash Square,Raleigh,NC,35.7778,-78.6427,4,7/8/14 19:46,https://untappd.com/c/98236550,https://untappd.com/beer/144952,https://untappd.com/brewery/2682,United States,Farmville,NC
Tusker Finest Quality Lager,Kenya Breweries (East African Breweries),Golden Lager,4.2,0,Last time I had this was on Kilimanjaro,Jambo House - Disney's Animal Kingdom Lodge,Bay Lake,FL,28.3524,-81.6036,4,7/9/14 19:22,https://untappd.com/c/98396729,https://untappd.com/beer/38651,https://untappd.com/brewery/6543,Kenya,,
O'Doul's Premium,Anheuser-Busch,Non-Alcoholic,0.4,0,,Red Lobster,Kissimmee,FL,28.304,-81.4432,2.5,7/11/14 19:59,https://untappd.com/c/98823344,https://untappd.com/beer/17527,https://untappd.com/brewery/44,United States,St. Louis,MO
Longboard Island Lager,Kona Brewing Company,Pale Lager,4.6,20,,Disneyâ€™s Polynesian Village Resort,Lake Buena Vista,FL,28.4055,-81.5851,3.5,7/12/14 14:38,https://untappd.com/c/99036762,https://untappd.com/beer/13560,https://untappd.com/brewery/1988,United States,Kailua-Kona,HI
Castaway IPA,Kona Brewing Company,American IPA,6,65,Aloha,Disneyâ€™s Polynesian Village Resort,Lake Buena Vista,FL,28.4055,-81.5851,3.5,7/12/14 17:25,https://untappd.com/c/99111718,https://untappd.com/beer/24589,https://untappd.com/brewery/1988,United States,Kailua-Kona,HI
Nut Brown Ale,"Carolina Brewing Company (Holly Springs, NC)",American Brown Ale,4.9,0,Nutty and smooth,Nash Square,Raleigh,NC,35.7778,-78.6427,4.5,7/16/14 21:31,https://untappd.com/c/100018229,https://untappd.com/beer/7155,https://untappd.com/brewery/1826,United States,Holly Springs,NC
Southern Dry Hopped Pale Ale,Natty Greene's Brewing Co.,American Pale Ale,5.2,0,,Nash Square,Raleigh,NC,35.7778,-78.6427,3.5,7/18/14 20:11,https://untappd.com/c/100436698,https://untappd.com/beer/715868,https://untappd.com/brewery/2010,United States,Greensboro,NC
Rail Pale Ale,Boylan Bridge Brewpub,American Blonde Ale,5.8,0,Tasty pint,Boylan Bridge Brewpub,Raleigh,NC,35.7783,-78.6492,4,7/19/14 20:14,https://untappd.com/c/100841808,https://untappd.com/beer/52927,https://untappd.com/brewery/1828,United States,Raleigh,NC
The Wright Pils,Great Lakes Brewing Company ,Czech Pilsener,5.3,35,Smooth and flighty,Nash Square,Raleigh,NC,35.7778,-78.6427,4,7/19/14 21:58,https://untappd.com/c/100901987,https://untappd.com/beer/10333,https://untappd.com/brewery/3125,United States,Cleveland,OH
Nut Brown Ale,"Carolina Brewing Company (Holly Springs, NC)",American Brown Ale,4.9,0,Nutty,Nash Square,Raleigh,NC,35.7778,-78.6427,4.5,7/22/14 19:51,https://untappd.com/c/101478738,https://untappd.com/beer/7155,https://untappd.com/brewery/1826,United States,Holly Springs,NC
Myron's Walk,Sierra Nevada Brewing Co.,Belgian Pale Ale,5.3,38,Tasty,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,4,7/26/14 18:14,https://untappd.com/c/102527537,https://untappd.com/beer/642843,https://untappd.com/brewery/1142,United States,Chico,CA
Blanco Diablo,Big Boss Brewing Company,Witbier,4.3,0,It's good!,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,4,7/27/14 20:19,https://untappd.com/c/102941988,https://untappd.com/beer/9462,https://untappd.com/brewery/113,United States,Raleigh,NC
Awesome Autumn Amber Ale,Boylan Bridge Brewpub,American Amber / Red Ale,6,0,Good in summer too!,Boylan Bridge Brewpub,Raleigh,NC,35.7783,-78.6492,3.5,7/28/14 19:10,https://untappd.com/c/103091524,https://untappd.com/beer/82769,https://untappd.com/brewery/1828,United States,Raleigh,NC
Trainspotter Scottish Ale,Boylan Bridge Brewpub,Scottish Export Ale,5.5,0,Och aye the noo,Boylan Bridge Brewpub,Raleigh,NC,35.7783,-78.6492,3.5,7/28/14 20:08,https://untappd.com/c/103108203,https://untappd.com/beer/7165,https://untappd.com/brewery/1828,United States,Raleigh,NC
Hessian Hefeweizen,Natty Greene's Brewing Co.,Hefeweizen,5.4,0,Refreshing and citrusy,Natty Greene's Pub & Brewing,Raleigh,NC,35.7827,-78.6464,4,7/29/14 19:28,https://untappd.com/c/103266850,https://untappd.com/beer/8560,https://untappd.com/brewery/2010,United States,Greensboro,NC
Summerfest,Natty Greene's Brewing Co.,Dortmunder / Export Lager,5.2,0,,Natty Greene's Pub & Brewing,Raleigh,NC,35.7827,-78.6464,3.5,7/29/14 21:31,https://untappd.com/c/103309355,https://untappd.com/beer/61531,https://untappd.com/brewery/2010,United States,Greensboro,NC
Workingman's Saison,Outer Banks Brewing Station,Saison / Farmhouse Ale,5.2,0,"Refreshing, flighty",Nash Square,Raleigh,NC,35.7778,-78.6427,4,7/30/14 19:48,https://untappd.com/c/103457879,https://untappd.com/beer/740128,https://untappd.com/brewery/2788,United States,Kill Devil Hills,NC
Flying Horse Royal Lager Beer,United Breweries (India),North American Adjunct Lager,4.7,0,Sharp and refreshing,Mantra Indian Cuisine & Bar,Raleigh,NC,35.7823,-78.6457,3.5,7/31/14 17:59,https://untappd.com/c/103625542,https://untappd.com/beer/3562,https://untappd.com/brewery/4657,India,,Bangalore
Head First Jalamango,The Unknown Brewing Co.,American Pale Ale,5.6,35,JalapeÃ±o and Mango-ey,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,4,7/31/14 19:47,https://untappd.com/c/103663723,https://untappd.com/beer/763488,https://untappd.com/brewery/57226,United States,Charlotte,NC
Workingman's Saison,Outer Banks Brewing Station,Saison / Farmhouse Ale,5.2,0,Sharp,Nash Square,Raleigh,NC,35.7778,-78.6427,4,8/1/14 19:26,https://untappd.com/c/103927658,https://untappd.com/beer/740128,https://untappd.com/brewery/2788,United States,Kill Devil Hills,NC
Heyday,Great Divide Brewing Company,Witbier,5.2,0,Beautiful,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,4,8/3/14 19:47,https://untappd.com/c/104695415,https://untappd.com/beer/330412,https://untappd.com/brewery/604,United States,Denver,CO
Banana Bread Beer,Charles Wells Brewery,Fruit Beer,5.2,18,Scrumptious!,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,5,8/3/14 20:40,https://untappd.com/c/104715172,https://untappd.com/beer/5839,https://untappd.com/brewery/1348,England,Bedford,"Bedfordshire, MK40 4LU"
Big Oak,Red Oak Brewery,Vienna Lager,6,25,Strong and woody,Flying Saucer Draught Emporium,Raleigh,NC,35.78,-78.6449,3.5,8/3/14 21:44,https://untappd.com/c/104737012,https://untappd.com/beer/354835,https://untappd.com/brewery/1048,United States,Whitsett,NC
Fat Tire,New Belgium Brewing Company,American Amber / Red Ale,5.2,22,Super,La Volta,Raleigh,NC,35.7747,-78.6394,4.5,8/4/14 19:21,https://untappd.com/c/104860956,https://untappd.com/beer/6887,https://untappd.com/brewery/905,United States,Fort Collins,CO
