beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state
Bitter,Banks's Beer,English Bitter,3.8,0,,Albright Hussey Manor Hotel,Shrewsbury,Shropshire,52.7535,-2.739,3.5,10/4/13 20:13,https://untappd.com/c/47892092,https://untappd.com/beer/21345,https://untappd.com/brewery/11798,England,,Wolverhampton
Bitter,Banks's Beer,English Bitter,3.8,0,,Albright Hussey Manor Hotel,Shrewsbury,Shropshire,52.7535,-2.739,3.5,10/5/13 19:23,https://untappd.com/c/48079580,https://untappd.com/beer/21345,https://untappd.com/brewery/11798,England,,Wolverhampton
Holsten Pilsener,Holsten-Brauerei,German Pilsner,4.8,28,,Albright Hussey Manor Hotel,Shrewsbury,Shropshire,52.7535,-2.739,2.5,10/5/13 20:15,https://untappd.com/c/48092023,https://untappd.com/beer/31426,https://untappd.com/brewery/668,Germany,Hamburg,
Guinness Draught,Guinness,Irish Dry Stout,4.3,45,,Albright Hussey Manor Hotel,Shrewsbury,Shropshire,52.7535,-2.739,4.5,10/5/13 20:16,https://untappd.com/c/48092296,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,Dublin 8,Ireland
Guinness Draught,Guinness,Irish Dry Stout,4.3,45,,Albright Hussey Manor Hotel,Shrewsbury,Shropshire,52.7535,-2.739,4.5,10/6/13 10:29,https://untappd.com/c/48272107,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,Dublin 8,Ireland
Horn Dog Barley Wine Style Ale,Flying Dog Brewery,English Barleywine,10.2,45,,,,,,,4,10/13/13 19:36,https://untappd.com/c/49311689,https://untappd.com/beer/813,https://untappd.com/brewery/540,United States,Frederick,MD
Sweet Dream,Siren Craft Brew,Milk / Sweet Stout,6.3,0,,Sandford Park Alehouse,Cheltenham,Gloucestershire,51.8968,-2.07002,4.5,10/18/13 20:40,https://untappd.com/c/49890229,https://untappd.com/beer/409952,https://untappd.com/brewery/55184,England,Finchampstead,Berkshire
Citra,Oakham Ales,American IPA,4.2,0,,Sandford Park Alehouse,Cheltenham,Gloucestershire,51.8968,-2.07002,4,10/18/13 21:22,https://untappd.com/c/49895636,https://untappd.com/beer/14646,https://untappd.com/brewery/931,England,Peterborough,Cambridgeshire
Independence,Bristol Beer Factory,American Pale Ale,4.6,0,,Sandford Park Alehouse,Cheltenham,Gloucestershire,51.8968,-2.07002,4,10/18/13 22:22,https://untappd.com/c/49904828,https://untappd.com/beer/60839,https://untappd.com/brewery/3503,England,Bristol,Avon
Hobgoblin,Wychwood Brewery,Extra Special / Strong Bitter,5.2,0,,The Hole In The Wall,Bristol,Bristol,51.4495,-2.59347,3,10/19/13 17:22,https://untappd.com/c/50072404,https://untappd.com/beer/5875,https://untappd.com/brewery/1376,England,Witney,Oxfordshire
Spitfire Premium Kentish Ale,Shepherd Neame,English Bitter,4.5,0,,The Aviator,Cheltenham,,51.8938,-2.15687,4.5,10/28/13 17:58,https://untappd.com/c/51480505,https://untappd.com/beer/32722,https://untappd.com/brewery/1132,England,Faversham,Kent
Brooklyn Post Road Pumpkin Ale,Brooklyn Brewery,Pumpkin / Yam Beer,5,24,,Whole Foods Market,Cheltenham,Gloucestershire,51.9168,-2.1041,4.5,10/29/13 19:36,https://untappd.com/c/51567586,https://untappd.com/beer/6167,https://untappd.com/brewery/259,United States,Brooklyn,NY
Natural Selection,Battledown Brewery,Golden Ale,4.2,0,,Battledown Brewery,Cheltenham,,51.8954,-2.06382,4,10/30/13 19:50,https://untappd.com/c/51660151,https://untappd.com/beer/120025,https://untappd.com/brewery/10003,England,Cheltenham,"Gloucestershire, GL52 6EJ"
Cheltenham S.P.A (Special Premium Ale),Battledown Brewery,Extra Special / Strong Bitter,5.2,0,,Battledown Brewery,Cheltenham,,51.8954,-2.06382,4,10/30/13 20:41,https://untappd.com/c/51663470,https://untappd.com/beer/119894,https://untappd.com/brewery/10003,England,Cheltenham,"Gloucestershire, GL52 6EJ"
Four Kings ,Battledown Brewery,English Strong Ale,7.2,0,,Battledown Brewery,Cheltenham,,51.8954,-2.06382,5,10/30/13 21:05,https://untappd.com/c/51665267,https://untappd.com/beer/57840,https://untappd.com/brewery/10003,England,Cheltenham,"Gloucestershire, GL52 6EJ"
Taddy Lager,Samuel Smith Old Brewery,Golden Lager,4.5,0,,Circus Bar,Cheltenham,Gloucestershire,51.8964,-2.0811,3.5,11/2/13 22:37,https://untappd.com/c/52182847,https://untappd.com/beer/73590,https://untappd.com/brewery/1099,England,Tadcaster,North Yorkshire
Alpine Lager,Samuel Smith Old Brewery,Helles Lager,2.8,0,,Circus Bar,Cheltenham,Gloucestershire,51.8964,-2.0811,2,11/2/13 22:40,https://untappd.com/c/52183929,https://untappd.com/beer/10149,https://untappd.com/brewery/1099,England,Tadcaster,North Yorkshire
Organic Strawberry Ale,Samuel Smith Old Brewery,Fruit Beer,5.2,0,Not convinced...,Circus Bar,Cheltenham,Gloucestershire,51.8964,-2.0811,3,11/2/13 23:10,https://untappd.com/c/52194505,https://untappd.com/beer/8563,https://untappd.com/brewery/1099,England,Tadcaster,North Yorkshire
Kingfisher Premium Lager,United Breweries (India),Pale Lager,4.8,0,,India Lounge,Cheltenham,Gloucestershire,51.8928,-2.07993,3.5,11/6/13 19:41,https://untappd.com/c/52647230,https://untappd.com/beer/17377,https://untappd.com/brewery/4657,India,,Bangalore
Moosehead Lager,Moosehead Breweries Limited,North American Adjunct Lager,5,0,,T.G.I. Friday's,Cheltenham,Gloucestershire,51.8946,-2.10581,4,11/10/13 18:30,https://untappd.com/c/53363110,https://untappd.com/beer/5440,https://untappd.com/brewery/886,Canada,Saint John,NB
Cheltenham S.P.A (Special Premium Ale),Battledown Brewery,Extra Special / Strong Bitter,5.2,0,,,,,,,4,11/25/13 20:35,https://untappd.com/c/55502234,https://untappd.com/beer/119894,https://untappd.com/brewery/10003,England,Cheltenham,"Gloucestershire, GL52 6EJ"
Guinness Draught,Guinness,Irish Dry Stout,4.3,45,With Bristol Rovers FC!,Thistle Hotel,Cheltenham,Gloucestershire,51.8955,-2.13075,4.5,11/26/13 17:44,https://untappd.com/c/55582704,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,Dublin 8,Ireland
Old Hooky,Hook Norton Brewery,English Bitter,4.6,0,Lovely pint!,Cheltenham Park Hotel,Cheltenham,Gloucestershire,51.8746,-2.05309,4.5,11/28/13 19:13,https://untappd.com/c/55896764,https://untappd.com/beer/1560,https://untappd.com/brewery/670,England,Hook Norton,Oxfordshire
Grimbergen Tripel / Triple,Brouwerij Alken-Maes,Belgian Tripel,9,0,Not grim at all.,,,,,,4,11/30/13 17:38,https://untappd.com/c/56317162,https://untappd.com/beer/9711,https://untappd.com/brewery/264,Belgium,Mechelen,3570
La Chouffe,Brasserie d'Achouffe,Belgian Blonde / Golden,8,20,,,,,,,3.5,11/30/13 21:46,https://untappd.com/c/56362574,https://untappd.com/beer/52593,https://untappd.com/brewery/11866,Belgium,Achouffe,
De Verboden Vrucht / Le Fruit DÃ©fendu,Brouwerij van Hoegaarden,Belgian Strong Dark Ale,8.5,0,,,,,,,4.5,12/1/13 12:54,https://untappd.com/c/56541664,https://untappd.com/beer/17145,https://untappd.com/brewery/302,Belgium,Hoegaarden,
Pilsener,Hertog Jan,Pilsner,5.1,0,,,,,,,2.5,12/1/13 13:29,https://untappd.com/c/56542350,https://untappd.com/beer/94130,https://untappd.com/brewery/1953,Netherlands,Arcen,Limburg
Kriek,Brouwerij Lindemans,Lambic,3.5,0,Lovely with dark choclit mousse!,,,,,,4,12/1/13 17:53,https://untappd.com/c/56551964,https://untappd.com/beer/3095,https://untappd.com/brewery/288,Belgium,Vlezenbeek,Vlaams-Brabant
Tempelier,Brouwerij Corsendonk,Belgian Pale Ale,6,0,,,,,,,4,12/3/13 18:12,https://untappd.com/c/56764790,https://untappd.com/beer/65736,https://untappd.com/brewery/246,Belgium,Turnhout,Antwerpen
Gulden Draak 9000 Quadruple,Brouwerij Van Steenberge,Belgian Quad,10.5,25,Bold and fiery!,,,,,,4.5,12/3/13 18:33,https://untappd.com/c/56765427,https://untappd.com/beer/96597,https://untappd.com/brewery/7778,Belgium,Ertvelde,
Bockbier (2013),Hertog Jan,Bock,6.5,0,Best Dutch beer I've tried :),CafÃ© - Restaurant Mauve,Laren,Noord-Holland,52.257,5.22416,4.5,12/3/13 21:01,https://untappd.com/c/56771341,https://untappd.com/beer/461368,https://untappd.com/brewery/1953,Netherlands,Arcen,Limburg
St. Bernardus Abt 12,Brouwerij St. Bernardus,Belgian Quad,10,0,,Gall & Gall,Hilversum,Noord-Holland,52.2323,5.19125,3.5,12/5/13 18:18,https://untappd.com/c/56956481,https://untappd.com/beer/6760,https://untappd.com/brewery/296,Belgium,8978 Watou,
Trappistes Rochefort 8 (2013),Abbaye Notre-Dame de Saint-RÃ©my,Belgian Strong Dark Ale,9.2,0,,Gall & Gall,Hilversum,Noord-Holland,52.2323,5.19125,4,12/5/13 18:35,https://untappd.com/c/56957102,https://untappd.com/beer/333858,https://untappd.com/brewery/1650,Belgium,Rochefort,
Premium Pilsener,Bavaria Brouwerij,Pilsner,5,3,,,,,,,3.5,12/7/13 1:23,https://untappd.com/c/57149817,https://untappd.com/beer/16010,https://untappd.com/brewery/109,Netherlands,Lieshout,Noord Brabant
Amstel Bock,Amstel Brouwerij,Bock,7,0,,Fogata,Amsterdam,Nederlands,52.3758,4.89302,4.5,12/7/13 19:18,https://untappd.com/c/57287306,https://untappd.com/beer/17251,https://untappd.com/brewery/37,Netherlands,Zoeterwoude,Zuid Holland
Premium Pilsner / Premium Lager,Koninklijke Grolsch,Pilsner,5,0,,,,,,,3,12/8/13 2:23,https://untappd.com/c/57411039,https://untappd.com/beer/7221,https://untappd.com/brewery/4058,Netherlands,Enschede,Overijssel
Swinckels' Superieur Pilsener,Bavaria Brouwerij,Pilsner,5.5,25,,Het Scheepvaartmuseum,Amsterdam,Noord-Holland,52.3717,4.91484,3.5,12/8/13 13:26,https://untappd.com/c/57513415,https://untappd.com/beer/17852,https://untappd.com/brewery/109,Netherlands,Lieshout,Noord Brabant
Chouffe Bok 6666,Brasserie d'Achouffe,Bock,6.6,0,,,,,,,4,12/8/13 17:32,https://untappd.com/c/57522260,https://untappd.com/beer/1798,https://untappd.com/brewery/11866,Belgium,Achouffe,
Nut Cracker,Battledown Brewery,English Brown Ale,4.9,0,Deliciously smooth,The Beehive,Cheltenham,Gloucestershire,51.893,-2.07869,4.5,12/12/13 12:18,https://untappd.com/c/57939894,https://untappd.com/beer/299178,https://untappd.com/brewery/10003,England,Cheltenham,"Gloucestershire, GL52 6EJ"
Amstel Pulse,Amstel Brouwerij,North American Adjunct Lager,4.7,0,,All Bar One,Cheltenham,,51.8954,-2.08221,3,12/12/13 16:27,https://untappd.com/c/57943290,https://untappd.com/beer/28056,https://untappd.com/brewery/37,Netherlands,Zoeterwoude,Zuid Holland
Dray Bells,Wadworth Co.,Winter Ale,4.1,0,,The Bayshill Inn,Cheltenham,Gloucestershire,51.8998,-2.08036,3.5,12/12/13 17:31,https://untappd.com/c/57945341,https://untappd.com/beer/109459,https://untappd.com/brewery/3465,England,Devizes,Wiltshire
Doom Bar,Sharp's Brewery,English Bitter,4,0,,The Bank House (Wetherspoon),Cheltenham,Gloucestershire,51.9008,-2.07592,3.5,12/12/13 19:06,https://untappd.com/c/57949669,https://untappd.com/beer/7552,https://untappd.com/brewery/1994,England,Wadebridge,Cornwall
Peroni Nastro Azzurro,Birra Peroni,Euro Lager,5.1,0,,Vanilla Restaurant,Cheltenham,,51.8987,-2.07354,3.5,12/13/13 15:25,https://untappd.com/c/58065753,https://untappd.com/beer/7427,https://untappd.com/brewery/1921,Italy,Roma,RM
Pilsner Urquell,Plzensky Prazdroj,Czech Pilsener,4.4,40,,Vanilla Restaurant,Cheltenham,,51.8987,-2.07354,3.5,12/13/13 15:27,https://untappd.com/c/58065805,https://untappd.com/beer/37936,https://untappd.com/brewery/1459,Czech Republic,PlzeÅˆ,
6X,Wadworth Co.,English Bitter,4.1,0,,Tailors,Cheltenham,,51.899,-2.07305,2.5,12/13/13 16:35,https://untappd.com/c/58067907,https://untappd.com/beer/12896,https://untappd.com/brewery/3465,England,Devizes,Wiltshire
Dorothy Goodbody's Christmas Cracker Ale,Wye Valley Brewery,Winter Ale,4.7,0,,Sandford Park Alehouse,Cheltenham,Gloucestershire,51.8968,-2.07002,3.5,12/13/13 19:28,https://untappd.com/c/58080616,https://untappd.com/beer/284663,https://untappd.com/brewery/1378,England,Stoke Lacy,Herefordshire
Inferno,Oakham Ales,Golden Ale,4,0,,Sandford Park Alehouse,Cheltenham,Gloucestershire,51.8968,-2.07002,3.5,12/13/13 20:34,https://untappd.com/c/58087964,https://untappd.com/beer/14764,https://untappd.com/brewery/931,England,Peterborough,Cambridgeshire
Maisel's Weisse Original,Brauerei Gebr. Maisel,Hefeweizen,5.2,10,,Sandford Park Alehouse,Cheltenham,Gloucestershire,51.8968,-2.07002,4,12/13/13 20:36,https://untappd.com/c/58088185,https://untappd.com/beer/35642,https://untappd.com/brewery/209,Germany,Bayreuth,
Birra Moretti,Birra Moretti,Pale Lager,4.6,0,Clean and crisp!,Montague on the Gardens,Bloomsbury,Greater London,51.5202,-0.125572,3.5,12/15/13 13:28,https://untappd.com/c/58491432,https://untappd.com/beer/6347,https://untappd.com/brewery/127,Italy,Udine,UD
Kozel ÄŒernÃ_,VelkopopovickÃ_ Kozel,Dunkel Munich Lager,3.8,0,,The Swan Inn,Gloucester,,51.9421,-2.16369,3.5,12/17/13 20:07,https://untappd.com/c/58738360,https://untappd.com/beer/70150,https://untappd.com/brewery/135600,Czech Republic,,
Lion,Hook Norton Brewery,English Bitter,4,0,,The Swan Inn,Gloucester,,51.9421,-2.16369,4,12/17/13 20:09,https://untappd.com/c/58738469,https://untappd.com/beer/323445,https://untappd.com/brewery/670,England,Hook Norton,Oxfordshire
Sunbeam,Battledown Brewery,California Common,3.8,0,,,,,,,3.5,12/17/13 21:39,https://untappd.com/c/58744340,https://untappd.com/beer/120030,https://untappd.com/brewery/10003,England,Cheltenham,"Gloucestershire, GL52 6EJ"
Kaltenberg Pils,KÃ¶nig Ludwig Schlossbrauerei Kaltenberg,German Pilsner,5,0,,The Montpellier,Cheltenham,Gloucestershire,51.8944,-2.08281,3.5,12/20/13 12:26,https://untappd.com/c/59077010,https://untappd.com/beer/59038,https://untappd.com/brewery/11412,Germany,FÃ_rstenfeldbruck,
Boondoggle,Ringwood Brewery,Blonde Ale,4.2,0,,The Swan,Cheltenham,Gloucestershire,51.8978,-2.07033,3.5,12/20/13 16:23,https://untappd.com/c/59082401,https://untappd.com/beer/21840,https://untappd.com/brewery/2495,England,Ringwood,"Hants, BH24 3AP"
Hobgoblin,Wychwood Brewery,Extra Special / Strong Bitter,5.2,0,,The Swan,Cheltenham,Gloucestershire,51.8978,-2.07033,3,12/20/13 17:14,https://untappd.com/c/59084938,https://untappd.com/beer/5875,https://untappd.com/brewery/1376,England,Witney,Oxfordshire
William Wilberforce Freedom Ale,Westerham Brewery Company Ltd.,Gluten-Free,4,0,,Harry Ramsden's,Eastbourne,East Sussex,50.7665,0.290709,4,12/22/13 18:31,https://untappd.com/c/59528840,https://untappd.com/beer/53772,https://untappd.com/brewery/2806,England,Edenbridge,"Kent, TN8 6SA"
Viceroy India Pale Ale,Westerham Brewery Company Ltd.,English IPA,5,0,,Harry Ramsden's,Eastbourne,East Sussex,50.7665,0.290709,4,12/22/13 18:48,https://untappd.com/c/59531698,https://untappd.com/beer/153235,https://untappd.com/brewery/2806,England,Edenbridge,"Kent, TN8 6SA"
Beck's Vier,Brauerei Beck,German Pilsner,4,0,,,,,,,2.5,12/24/13 20:24,https://untappd.com/c/59890236,https://untappd.com/beer/28778,https://untappd.com/brewery/95,Germany,Bremen,
Abbot Ale,Greene King,Extra Special / Strong Bitter,5,0,Creamy and smooth.,Old Speckled Hen,Sutton Coldfield,West Midlands,52.5873,-1.82859,4.5,12/28/13 22:11,https://untappd.com/c/60762516,https://untappd.com/beer/3478,https://untappd.com/brewery/612,England,Bury St Edmunds,Suffolk
Guinness Draught,Guinness,Irish Dry Stout,4.3,45,,O'Neill's,Cheltenham,Gloucestershire,51.8953,-2.08232,4,12/29/13 19:37,https://untappd.com/c/60977479,https://untappd.com/beer/4473,https://untappd.com/brewery/49,Ireland,Dublin 8,Ireland
Worthington Best Bitter,Worthington's,English Bitter,3.6,0,,,,,,,4,12/29/13 21:56,https://untappd.com/c/61011353,https://untappd.com/beer/6267,https://untappd.com/brewery/12474,England,Burton upon Trent,DE14 1JZ
Heligan Honey,Skinners Brewing Co,English Bitter,4,0,,Uni of Glos (Park) Campus,Cheltenham,,51.887,-2.08878,4.5,1/1/14 18:36,https://untappd.com/c/61646138,https://untappd.com/beer/42656,https://untappd.com/brewery/2710,England,Truro,Cornwall
Samuel Adams Winter Lager,Boston Beer Company (Samuel Adams),Winter Lager,5.6,22,,Residence Inn Raleigh Crabtree Valley,Raleigh,NC,35.8347,-78.6753,4,1/4/14 19:40,https://untappd.com/c/62192373,https://untappd.com/beer/3919,https://untappd.com/brewery/157,United States,Boston,MA
Milk Stout,The Duck-Rabbit Craft Brewery,Milk / Sweet Stout,5.7,0,Awesome brew!,West at North,Raleigh,NC,35.7849,-78.6453,5,1/12/14 18:17,https://untappd.com/c/63412888,https://untappd.com/beer/5445,https://untappd.com/brewery/2682,United States,Farmville,NC
Old Town Brown,Natty Greene's Brewing Co.,English Brown Ale,4.7,10,,Natty Greene's Pub & Brewing,Raleigh,NC,35.7827,-78.6464,4,1/16/14 17:59,https://untappd.com/c/63805573,https://untappd.com/beer/7548,https://untappd.com/brewery/2010,United States,Greensboro,NC
Carolina Pale Ale,"Carolina Brewing Company (Holly Springs, NC)",American Pale Ale,5.1,0,,Residence Inn Raleigh Crabtree Valley,Raleigh,NC,35.8347,-78.6753,4,1/19/14 21:45,https://untappd.com/c/64582223,https://untappd.com/beer/7154,https://untappd.com/brewery/1826,United States,Holly Springs,NC
Fat Tire,New Belgium Brewing Company,American Amber / Red Ale,5.2,22,,P.F. Chang's,Raleigh,NC,35.8402,-78.6788,4.5,1/24/14 21:40,https://untappd.com/c/65189991,https://untappd.com/beer/6887,https://untappd.com/brewery/905,United States,Fort Collins,CO
Trader JosÃ© Dark Lager,Trader Joe's (JosephsBrau),Black Lager,5.3,0,,Trader Joe's,Raleigh,NC,35.8234,-78.6216,4,1/31/14 20:14,https://untappd.com/c/66267585,https://untappd.com/beer/10751,https://untappd.com/brewery/1601,United States,San Jose,CA
60 Minute IPA,Dogfish Head Craft Brewery,American IPA,6,60,,Trader Joe's,Raleigh,NC,35.8234,-78.6216,4,2/1/14 22:22,https://untappd.com/c/66607761,https://untappd.com/beer/3952,https://untappd.com/brewery/459,United States,Milton,DE
Miller Lite,Miller Brewing Company,American Light Lager,4.17,10,,Red Monkey Tavern,Raleigh,NC,35.8397,-78.6784,2,2/2/14 19:16,https://untappd.com/c/66826886,https://untappd.com/beer/3811,https://untappd.com/brewery/863,United States,Milwaukee,WI
Samuel Adams Maple Pecan Porter,Boston Beer Company (Samuel Adams),American Porter,5.6,26,,,,,,,4.5,2/2/14 21:05,https://untappd.com/c/66897139,https://untappd.com/beer/62334,https://untappd.com/brewery/157,United States,Boston,MA
Samuel Adams Escape Route,Boston Beer Company (Samuel Adams),KÃ¶lsch,5,30,,,,,,,3.5,2/4/14 21:41,https://untappd.com/c/67106363,https://untappd.com/beer/468331,https://untappd.com/brewery/157,United States,Boston,MA
"Corona Extra (Coronita, Familiar, Mega)",Grupo Modelo S.A. de C.V.,North American Adjunct Lager,4.6,0,,Olive Garden,Raleigh,NC,35.851,-78.5814,3.5,2/8/14 22:47,https://untappd.com/c/67841478,https://untappd.com/beer/5848,https://untappd.com/brewery/618,Mexico,Mexico City,Distrito Federal
High Roller IPA,Big Boss Brewing Company,American IPA,6.7,0,,Whole Foods Market,Raleigh,NC,35.8025,-78.6859,4,2/8/14 22:50,https://untappd.com/c/67842356,https://untappd.com/beer/9109,https://untappd.com/brewery/113,United States,Raleigh,NC
Robust Porter,Smuttynose Brewing Co.,American Porter,6.6,43,,,,,,,4,2/9/14 20:43,https://untappd.com/c/68011241,https://untappd.com/beer/5161,https://untappd.com/brewery/1160,United States,Hampton,NH
Samuel Adams Cold Snap,Boston Beer Company (Samuel Adams),Witbier,5.3,10,Perfect on a snowy night!,Nash Square,Raleigh,NC,35.7778,-78.6427,4,2/12/14 20:10,https://untappd.com/c/68317433,https://untappd.com/beer/444121,https://untappd.com/brewery/157,United States,Boston,MA
Samuel Adams Whitewater IPA,Boston Beer Company (Samuel Adams),White IPA,5.8,60,,,,,,,3.5,2/12/14 21:54,https://untappd.com/c/68346530,https://untappd.com/beer/92859,https://untappd.com/brewery/157,United States,Boston,MA
Robust Porter,Smuttynose Brewing Co.,American Porter,6.6,43,,,,,,,4,2/16/14 21:22,https://untappd.com/c/69209880,https://untappd.com/beer/5161,https://untappd.com/brewery/1160,United States,Hampton,NH
All Aboard! Altbier,Boylan Bridge Brewpub,Altbier,4.7,39,,Boylan Bridge Brewpub,Raleigh,NC,35.7783,-78.6492,4,2/28/14 16:38,https://untappd.com/c/71019942,https://untappd.com/beer/474264,https://untappd.com/brewery/1828,United States,Raleigh,NC
Pullman Porter,Boylan Bridge Brewpub,American Porter,0,0,,Boylan Bridge Brewpub,Raleigh,NC,35.7783,-78.6492,3.5,2/28/14 17:14,https://untappd.com/c/71027322,https://untappd.com/beer/7160,https://untappd.com/brewery/1828,United States,Raleigh,NC
Gandy Dancer Double IPA,Boylan Bridge Brewpub,Imperial / Double IPA,9,76,,Boylan Bridge Brewpub,Raleigh,NC,35.7783,-78.6492,3.5,2/28/14 18:08,https://untappd.com/c/71041811,https://untappd.com/beer/485712,https://untappd.com/brewery/1828,United States,Raleigh,NC
Belgian-Style Lambic,Triangle Brewing Company,Lambic,5.1,0,,The Players' Retreat,Raleigh,NC,35.7861,-78.6612,4,3/2/14 18:51,https://untappd.com/c/71640954,https://untappd.com/beer/229762,https://untappd.com/brewery/1867,United States,Durham,NC
Samuel Adams Maple Pecan Porter,Boston Beer Company (Samuel Adams),American Porter,5.6,26,,,,,,,4.5,3/3/14 18:53,https://untappd.com/c/71758315,https://untappd.com/beer/62334,https://untappd.com/brewery/157,United States,Boston,MA
Table Rock Pale Ale,Olde Hickory Brewery,American Pale Ale,5.5,0,,The Pit Authentic Barbecue,Raleigh,NC,35.776,-78.6447,3.5,3/4/14 21:57,https://untappd.com/c/71921934,https://untappd.com/beer/30623,https://untappd.com/brewery/2957,United States,Hickory,NC
Sneak Attack,21st Amendment Brewery ,Saison / Farmhouse Ale,6.2,38,,The Pit Authentic Barbecue,Raleigh,NC,35.776,-78.6447,3.5,3/4/14 22:00,https://untappd.com/c/71922826,https://untappd.com/beer/244212,https://untappd.com/brewery/4339,United States,San Francisco,CA
Hoptimist IPA,White Street Brewing Company,American IPA,7.5,68,,The Pit Authentic Barbecue,Raleigh,NC,35.776,-78.6447,3,3/4/14 22:05,https://untappd.com/c/71924213,https://untappd.com/beer/548057,https://untappd.com/brewery/35350,United States,Wake Forest,NC
Goose IPA,Goose Island Beer Co.,English IPA,5.9,55,,Terminal 7,Jamaica,NY,40.6494,-73.7831,3.5,3/7/14 15:44,https://untappd.com/c/72276772,https://untappd.com/beer/1353,https://untappd.com/brewery/2898,United States,Chicago,IL
Grand Slam Ale,Belhaven Brewery,Golden Ale,4,0,,Norwood Arms,Cheltenham,Gloucestershire,51.8869,-2.08084,4,3/11/14 20:24,https://untappd.com/c/73133483,https://untappd.com/beer/126798,https://untappd.com/brewery/98,Scotland,Dunbar,East Lothian
Betty Stogs,Skinners Brewing Co,English Pale Ale,4,0,,,,,,,3.5,3/11/14 22:30,https://untappd.com/c/73149965,https://untappd.com/beer/28517,https://untappd.com/brewery/2710,England,Truro,Cornwall
Gem,Bath Ales,English Bitter,4.1,0,,The Potting Shed Pub,Crudwell,Wiltshire,51.6348,-2.06716,4,3/12/14 18:47,https://untappd.com/c/73249735,https://untappd.com/beer/6248,https://untappd.com/brewery/1464,England,Bristol,Avon
Belgian White,Blue Moon Brewing Company,Witbier,5.4,9,,Lee Gardens,Cheltenham,,51.8868,-2.11859,4,3/13/14 18:42,https://untappd.com/c/73384747,https://untappd.com/beer/3839,https://untappd.com/brewery/127804,United States,Denver,CO
Blandford Flyer,Hall & Woodhouse (Badger Beers),English Pale Ale,5.2,0,,Lee Gardens,Cheltenham,,51.8868,-2.11859,3.5,3/13/14 19:52,https://untappd.com/c/73390691,https://untappd.com/beer/31806,https://untappd.com/brewery/1752,England,,
Liquid Gold,Captain Lawrence Brewing Company,Belgian Pale Ale,6,16,,Cooper's Mill,Tarrytown,NY,41.0597,-73.8327,3.5,3/16/14 0:00,https://untappd.com/c/73971389,https://untappd.com/beer/5747,https://untappd.com/brewery/341,United States,Elmsford,NY
Sweet Action,Sixpoint Brewery,Cream Ale,5.2,34,,Bridge View Tavern,Sleepy Hollow,NY,41.0823,-73.8679,4,3/16/14 21:30,https://untappd.com/c/74259570,https://untappd.com/beer/10010,https://untappd.com/brewery/1149,United States,Brooklyn,NY
Ichiban (Ichiban Shibori),Kirin Brewery Company,Pale Lager,4.95,0,,Sushi Mike's,Dobbs Ferry,NY,41.0162,-73.8736,2.5,3/17/14 21:31,https://untappd.com/c/74432967,https://untappd.com/beer/4667,https://untappd.com/brewery/741,Japan,Nakano-ku,Tokyo
Anchor Steam Beer,Anchor Brewing Company,California Common,4.9,35,,P.F. Chang's,White Plains,NY,41.032,-73.7603,3.5,3/19/14 6:11,https://untappd.com/c/74609416,https://untappd.com/beer/6204,https://untappd.com/brewery/3891,United States,San Francisco,CA
Brown Bird,Captain Lawrence Brewing Company,American Brown Ale,5,0,Deep and nutty.,Pete's Saloon and Restaurant,Elmsford,NY,41.055,-73.8202,4,3/19/14 18:49,https://untappd.com/c/74653093,https://untappd.com/beer/40176,https://untappd.com/brewery/341,United States,Elmsford,NY
Rocket Science IPA,Fullsteam Brewery,American IPA,6.8,67,,Five Star Restaurant,Raleigh,NC,35.7785,-78.6466,3.5,3/27/14 18:03,https://untappd.com/c/76129824,https://untappd.com/beer/7146,https://untappd.com/brewery/1824,United States,Durham,NC
Sweet Josie,Lonerider Brewing Company,American Brown Ale,6.1,26,,Five Star Restaurant,Raleigh,NC,35.7785,-78.6466,4,3/27/14 19:21,https://untappd.com/c/76150757,https://untappd.com/beer/7168,https://untappd.com/brewery/1831,United States,Raleigh,NC
Devil's Tramping Ground Tripel,Aviator Brewing Company,Belgian Tripel,9.2,31,,Lonnie Poole Golf Course,Raleigh,NC,35.7601,-78.6773,3,4/1/14 18:12,https://untappd.com/c/77185301,https://untappd.com/beer/9366,https://untappd.com/brewery/1394,United States,Fuquay Varina,NC
High Roller IPA,Big Boss Brewing Company,American IPA,6.7,0,,Nash Square,Raleigh,NC,35.7778,-78.6427,3.5,4/2/14 20:22,https://untappd.com/c/77348545,https://untappd.com/beer/9109,https://untappd.com/brewery/113,United States,Raleigh,NC
Samuel Adams Escape Route,Boston Beer Company (Samuel Adams),KÃ¶lsch,5,30,,Nash Square,Raleigh,NC,35.7778,-78.6427,3.5,4/3/14 21:20,https://untappd.com/c/77516954,https://untappd.com/beer/468331,https://untappd.com/brewery/157,United States,Boston,MA
